,VIN,Num_Days,Market_Value_Mean,Market_Value_Std,Count,Count_Over_Days
6299,1FTFW1R60DFD31833,661,38308.92,6605,940,1.4220877458396368
6300,3GNFK16R2XG137616,250,4904.64,1277,122,0.488
6301,YS3FM47R081144916,90,12977.38,4054,6,0.06666666666666667
6302,SALMF1D43CA378842,136,20041.21,3914,388,2.8529411764705883
6303,JTEBU11F570060660,144,17256.33,3330,2460,17.083333333333332
6304,JF1VA1B69H9840026,368,25108.86,2752,1193,3.2418478260869565
6305,1G6YX36D165603595,294,36814.97,8771,32,0.10884353741496598
6306,WBAEC7406G0607317,259,16199.77,3695,4,0.015444015444015444
6307,WBABN53461JU36527,458,7270.42,1887,89,0.1943231441048035
6308,WDDUG7KB3FA155350,90,85417.33,15236,63,0.7
6309,JF1VA2P6XF9827488,90,28717.57,3386,531,5.9
6310,WP0CB29831S660132,340,17852.07,3652,114,0.3352941176470588
6311,ZFFYR51A8X0117544,642,88611.11,14854,25,0.03894080996884735
6312,JTEHT05J742056034,201,17089.44,4113,92,0.4577114427860697
6313,WBALM7C50BE383524,90,27603.11,4921,102,1.1333333333333333
6314,1FMDE5BH5NLA86474,124,45221.94,7519,747,6.024193548387097
6315,WDBUF76J24A493624,262,18041.62,4134,19,0.07251908396946564
6316,WDDGF77X99F300287,291,23971.06,4817,109,0.3745704467353952
6317,JF1GV8J67CL003195,90,23513.17,4049,180,2.0
6318,JM1NB354850413403,119,15537.58,4483,14,0.11764705882352941
6319,WBSNB93558CX09697,297,23509.35,5348,92,0.30976430976430974
6320,JF1ZNAE18K9701034,537,31651.99,2507,330,0.6145251396648045
6321,WP0CA2997XS652068,151,27773.89,5719,123,0.8145695364238411
6322,WBSBR93476PK10606,335,25657.39,5572,101,0.30149253731343284
6323,2C3CDZL97MH672059,90,78954.02,8166,675,7.5
6324,WP0AA2A99CS106076,90,72235.02,9472,77,0.8555555555555555
6325,JTELU5JR9N5979325,258,58087.3,6118,1422,5.511627906976744
6326,JN1AR5EF7GM290442,385,98088.8,14029,108,0.2805194805194805
6327,WBAGG83411DN81197,479,10406.85,2721,19,0.03966597077244259
6328,WP0AC2A9XFS184204,264,151962.92,17093,191,0.7234848484848485
6329,WAUR2AF28KN051944,479,61387.41,4737,188,0.3924843423799583
6330,WDDHF9AB1BA469493,748,17041.77,3205,152,0.20320855614973263
6331,WBAWV535X8P079368,102,8180.92,1733,441,4.323529411764706
6332,WBABJ5321SJC83764,152,11306.6,3250,8,0.05263157894736842
6333,1G6EL12Y4XU601813,90,6721.18,1545,23,0.25555555555555554
6334,YV1SJ52Y942395984,147,7976.86,2639,16,0.10884353741496598
6335,WDBUH65J64A383214,346,6923.08,1721,53,0.1531791907514451
6336,JTEHT05J342064051,347,17089.44,4113,92,0.26512968299711814
6337,WDBSK75F14F082623,321,15894.36,3661,301,0.9376947040498442
6338,WBSBL93433JR20134,634,21332.78,5137,98,0.15457413249211358
6339,1FTDF15Y9GNB26603,94,39700.0,0,1,0.010638297872340425
6340,JH4KA7635PC010255,739,15990.0,0,1,0.0013531799729364006
6341,JM1NDAC72K0303115,175,30070.46,2495,92,0.5257142857142857
6342,WBA3G7C57EKN37238,368,20171.07,3737,148,0.40217391304347827
6343,JM1BL1H45A1316597,581,7928.32,1933,1628,2.802065404475043
6344,YV1RH52Y442366712,350,8979.89,2074,19,0.054285714285714284
6345,WDDNG7GB7BA386632,328,37499.33,6036,11,0.03353658536585366
6346,WVWWF7AU9JW074731,595,39642.94,3063,681,1.1445378151260504
6347,WBA3R5C51FF785395,423,30519.49,5015,401,0.9479905437352246
6348,WBXPC93428WE78752,172,7943.19,1620,560,3.255813953488372
6349,WBA3T7C58FPW79615,453,30519.49,5015,401,0.8852097130242825
6350,JN1AZ36D86M430093,340,12827.7,2860,294,0.8647058823529412
6351,5YJ3E1EB6KF406612,530,48262.24,5588,2613,4.930188679245283
6352,5YJ3E1EA2MF876016,357,51419.61,5262,2586,7.243697478991597
6353,4S4BT61C937109088,244,8669.13,2044,94,0.38524590163934425
6354,WDBNG74J96A467304,616,17365.5,4189,7,0.011363636363636364
6355,1GT40FDA9NU100184,111,115139.0,0,1,0.009009009009009009
6356,6G2EC57Y18L988042,489,18681.43,4202,89,0.18200408997955012
6357,JT3HT05J1Y0096913,293,13966.66,3285,109,0.3720136518771331
6358,3C6UR5DL8HG705927,236,45972.12,8130,2202,9.330508474576272
6359,JF1GR8H64DL856956,581,25160.35,3984,342,0.5886402753872634
6360,WDBFA76F2XF177859,90,18614.82,3072,3,0.03333333333333333
6361,WDDGF54X08F049912,514,9080.21,1861,1012,1.9688715953307394
6362,WBAPT73518CX01921,721,9222.2,1991,52,0.07212205270457697
6363,SAJWA54C35WE44460,270,5834.04,1402,10,0.037037037037037035
6364,YV1SJ527362556761,410,11713.0,3448,6,0.014634146341463415
6365,JM1NB353020219564,374,10231.26,2780,144,0.3850267379679144
6366,1C6HJTFG5ML596756,139,54266.52,6065,4928,35.45323741007194
6367,WDBSK74F74F063673,357,24819.14,5315,56,0.1568627450980392
6368,WBABS33441JY40018,628,6091.88,1505,76,0.12101910828025478
6369,WP1AB2A2XGLA94678,90,45707.63,6557,284,3.1555555555555554
6370,JM1FD3331R0300228,308,59993.25,23034,4,0.012987012987012988
6371,5UXKS4C5XF0J99017,518,28871.78,4191,404,0.7799227799227799
6372,1FAFP48Y43F416860,460,31878.74,6259,149,0.3239130434782609
6373,WBADN53453GF71185,472,12431.59,3900,19,0.04025423728813559
6374,5YJXCDE21KF184733,363,94939.89,13563,190,0.5234159779614325
6375,JHMAP1141YT008785,748,27604.34,6059,119,0.1590909090909091
6376,WAUPN94E78N003578,308,18180.22,5446,15,0.048701298701298704
6377,1G1YY26U165121710,201,27376.21,4367,1162,5.781094527363184
6378,WBS3U9C56FJ968564,627,45802.17,5631,1089,1.736842105263158
6379,1FMDU34X6MUC65434,594,3637.22,941,9,0.015151515151515152
6380,WBA3G7C58EKN36079,90,20171.07,3737,148,1.6444444444444444
6381,2FTHF25G1SCA00362,174,7319.36,2600,25,0.14367816091954022
6382,WBS2U7C58K7D50933,528,64137.44,4919,172,0.32575757575757575
6383,WBABW53426PL53825,538,9439.74,2190,135,0.25092936802973975
6384,W1NYC7HJ8MX415864,124,239499.03,58772,2251,18.153225806451612
6385,WP0AF2A74JL140949,90,118790.98,14440,151,1.6777777777777778
6386,SAJWA2GE0CMV23165,420,21619.03,4157,220,0.5238095238095238
6387,1FADP3L99EL241379,180,16955.84,2893,1095,6.083333333333333
6388,5YJXCDE26KF149783,90,94939.89,13563,190,2.111111111111111
6389,1JCCE87E8DT045267,250,19462.69,4543,29,0.116
6390,WP0AB2A91HS123930,382,123437.91,14581,512,1.3403141361256545
6391,JTEHT05J072107619,439,24326.39,5494,38,0.08656036446469248
6392,WP0CB2A86FS140025,146,64688.7,10008,119,0.815068493150685
6393,WBA1J7C59GV289911,129,31291.06,3606,371,2.875968992248062
6394,JN1RZ27D1SX030073,90,11253.07,2063,6,0.06666666666666667
6395,WBSBK0333WEC38425,686,19252.19,5467,37,0.05393586005830904
6396,1FTHF25H7SNA16083,614,7319.36,2600,25,0.04071661237785016
6397,SBM14DCA5JW001901,714,283003.98,26943,175,0.24509803921568626
6398,WDBUF76J36A827503,245,16675.94,4373,13,0.053061224489795916
6399,WDBAB23A8CB351552,454,5247.5,1057,2,0.004405286343612335
6400,1FA6P8SJ4L5503196,685,42855.47,4839,3694,5.392700729927007
6401,WBADN634X3GS56286,332,12431.59,3900,19,0.0572289156626506
6405,1G6DV8EPXE0149498,215,69995.92,13525,12,0.05581395348837209
6406,ZAM39JKA4C0065108,258,27012.35,4322,40,0.15503875968992248
6407,2B3HD56J31H564972,273,5124.43,1140,7,0.02564102564102564
6408,SALLDVAB8AA273747,355,55594.4,26358,3,0.008450704225352112
6409,WDDGJ7HBXEG178643,343,45411.02,8909,59,0.17201166180758018
6410,JTEBU11F370004362,209,17256.33,3330,2460,11.770334928229666
6411,WP0CB29832U662209,90,18274.74,3580,105,1.1666666666666667
6412,SALHV1244SA658274,613,28213.58,7964,11,0.01794453507340946
6413,WD3PE8CC7C5695308,304,20226.81,5326,80,0.2631578947368421
6414,1G1YY32G445117279,90,22051.79,4243,921,10.233333333333333
6415,1GCGK13U61F190592,231,10081.67,2582,36,0.15584415584415584
6416,4JGFD6BB3MA514663,90,101694.63,11389,1154,12.822222222222223
6417,1J4FA69S74P778544,90,17117.04,4086,209,2.3222222222222224
6418,WBSDE93431BZ98911,619,32576.16,6726,16,0.025848142164781908
6419,SALMF1E47BA357005,465,18959.0,3246,172,0.36989247311827955
6420,JM1FD3313P0204046,153,48808.56,15308,26,0.16993464052287582
6421,1G3GK4793FR369511,391,23200.05,4425,4,0.010230179028132993
6422,JF1VA3Z64J9833119,90,38705.77,4278,534,5.933333333333334
6423,1G1YY0780G5109409,90,12199.12,3065,90,1.0
6424,1FMSU45P64EB31688,90,15342.67,3940,72,0.8
6425,WBANF73546CC34508,468,6758.4,1674,61,0.13034188034188035
6426,1C4HJXEG1KW578767,90,46979.8,4762,4302,47.8
6427,1G4EC11C9JB901770,350,8215.69,1556,14,0.04
6428,WBACE51030EN62792,356,12249.64,848,2,0.0056179775280898875
6429,JTEBU4BF0EK201815,623,37752.3,6016,993,1.593900481540931
6430,3GNFK16T0YG127941,580,4794.56,1364,62,0.10689655172413794
6431,WUABWGFF8LA906037,465,67478.67,4063,92,0.1978494623655914
6432,SALWR2SU2LA878113,90,79100.07,5335,622,6.911111111111111
6433,WAUCGAFR5DA079943,278,23546.69,4134,190,0.6834532374100719
6434,1B3BR65E6TV100179,244,52034.36,9015,15,0.06147540983606557
6435,JT6HT00W9W0014204,332,12232.38,3895,30,0.09036144578313253
6436,JA3XE74C8NY050746,431,17841.05,3782,7,0.016241299303944315
6437,1FMEU15N9SLA39574,90,22122.93,4969,75,0.8333333333333334
6438,JN1AZ34D06M331531,651,12886.06,2843,288,0.4423963133640553
6439,1FA6P8JZ3L5551473,206,75038.54,9085,194,0.941747572815534
6440,WUAPV64B43N905785,90,18307.53,4133,34,0.37777777777777777
6441,WDDGF7HB6CA721729,319,31272.15,6218,36,0.11285266457680251
6442,1G1YZ3D73J5000007,454,69955.81,7695,308,0.6784140969162996
6443,TRUUT28N741010843,346,10864.76,2340,18,0.05202312138728324
6444,2G2FV22G7Y2135282,90,19175.56,5141,42,0.4666666666666667
6445,WDDLJ7GBXHA196566,374,69100.32,8297,71,0.18983957219251338
6446,5YJ3E1EB5KF194950,194,48262.24,5588,2613,13.469072164948454
6447,1FMEU15H0PLA98417,587,24049.56,5821,46,0.07836456558773425
6448,WBAEV53433KM03690,279,5929.81,1621,42,0.15053763440860216
6449,SALHC1342SA648427,427,28213.58,7964,11,0.02576112412177986
6450,WBSBR93494PK05632,192,21848.86,5900,112,0.5833333333333334
6451,WBADR63483GN92376,348,11869.0,2730,2,0.005747126436781609
6452,ZARED33R3R6292006,327,13000.0,0,1,0.0030581039755351682
6453,SCBGJ3ZA0GC059098,104,169782.39,17560,33,0.3173076923076923
6454,WDBSK72FX7F133612,570,34175.75,6354,43,0.07543859649122807
6455,JF1VA2M62G9802719,90,30906.59,3477,586,6.511111111111111
6456,WBSCK9338WLC86443,284,22256.37,5510,61,0.2147887323943662
6457,JM1NC2PF9E0234731,371,22216.94,3030,112,0.3018867924528302
6458,1GCEC14T11Z326359,291,7251.44,1950,663,2.2783505154639174
6459,1G4GM1172HP424928,90,26091.72,9912,6,0.06666666666666667
6460,JN1AZ34E93T013689,90,11899.35,2908,218,2.422222222222222
6461,WBA4W9C56JAB95075,122,42940.61,5166,207,1.6967213114754098
6462,JTJHT00WX53554776,137,17898.68,4512,77,0.5620437956204379
6463,SCBEC9ZA8EC086907,307,94574.97,13957,197,0.6416938110749185
6464,WP0AC2Y11LSA72535,144,170061.67,20724,419,2.9097222222222223
6465,WBSNB93516B581560,669,20989.5,4961,118,0.17638266068759342
6466,WBAFR7C57BC267344,90,13950.61,2696,768,8.533333333333333
6467,4T1FA38P07U109339,332,8118.5,1991,461,1.3885542168674698
6468,1FTEX14H8RKA66093,474,7823.2,2020,21,0.04430379746835443
6469,WP0CA2986VS621866,383,11987.97,3010,58,0.1514360313315927
6470,JA3AW75KXTY800265,325,18495.0,0,1,0.003076923076923077
6471,WBSBR93423PK02957,90,21332.78,5137,98,1.0888888888888888
6472,1B3JZ69Z78V200307,90,83946.53,15504,52,0.5777777777777777
6473,WP0AA29911S622210,234,31410.06,6988,72,0.3076923076923077
6474,WP0BA29992S635552,586,38617.96,10587,17,0.02901023890784983
6475,WBADC8406J1724365,682,10935.25,2938,4,0.005865102639296188
6476,1FTHX25H7HKA59863,90,3985.0,0,1,0.011111111111111112
6477,WDDDJ77X77A101699,503,19973.86,3830,28,0.055666003976143144
6478,WAUDGAFL9CA083184,462,21425.99,4894,32,0.06926406926406926
6479,50GK41SA2JA000167,90,64961.63,7438,67,0.7444444444444445
6480,WBABW53406PJ97641,306,9439.74,2190,135,0.4411764705882353
6481,WBSFV9C51DC774004,248,37127.29,5231,191,0.7701612903225806
6482,WP0AA2960RS820150,438,30218.58,9028,4,0.0091324200913242
6483,4JGAB74EX1A262287,724,7454.51,1977,7,0.009668508287292817
6484,JN1AR5EG6EM110132,626,93503.49,13182,20,0.03194888178913738
6485,ZFFFD32A0K0081835,192,51450.0,19021,2,0.010416666666666666
6486,1HGED3540KA066893,369,3403.22,1409,2,0.005420054200542005
6487,WBSNB93516B582000,636,20989.5,4961,118,0.18553459119496854
6488,JF1GH75678G810036,677,10882.91,2454,155,0.22895125553914328
6489,YS3DD78N2X7057194,612,4149.0,1019,13,0.021241830065359478
6490,1G1YY12S925109989,433,27736.17,5165,173,0.3995381062355658
6491,1FTEX1E61AFD70456,147,14437.43,3203,2450,16.666666666666668
6492,JT2SW21N9M0009047,313,12993.75,2443,4,0.012779552715654952
6493,JTJHT00W113500213,444,14130.58,3573,64,0.14414414414414414
6494,WBAUU3C50CA951227,448,15423.67,3545,43,0.09598214285714286
6495,2B3LJ74W08H289231,430,27348.65,5904,240,0.5581395348837209
6496,5YJSA1AG4DFP08475,360,35403.37,4585,455,1.2638888888888888
6497,WDBBA45C1FA018878,390,15436.95,4219,50,0.1282051282051282
6498,1GCJK34101E288657,430,14720.3,3531,90,0.20930232558139536
6499,YS3GN4BJ5B4005180,90,11772.77,2249,8,0.08888888888888889
6500,SCBGT3ZA0EC087698,194,115357.91,12840,53,0.27319587628865977
6501,WBAHD6323RBJ96070,580,9948.17,67,2,0.0034482758620689655
6502,WP0AB2A94GS122527,180,114524.68,19177,159,0.8833333333333333
6503,1FMNU43S24EC74612,150,16952.13,4582,113,0.7533333333333333
6504,JTHBP5C24E5011560,90,48298.03,3998,3,0.03333333333333333
6505,3C3CFFFH1FT667395,523,15164.04,2708,312,0.5965583173996176
6506,WUAPWAF59KA901907,292,74539.71,4971,144,0.4931506849315068
6507,WDBEA51E5NB695967,377,7446.26,1044,7,0.01856763925729443
6508,SCBEC9ZA2EC093920,493,94574.97,13957,197,0.3995943204868154
6509,ZAMFN1103LA331911,90,34800.0,0,1,0.011111111111111112
6510,WP0AA2991TS321360,294,106801.67,29459,38,0.1292517006802721
6511,WBAVT73528FZ37595,90,8847.94,1708,36,0.4
6512,SBM22GCA9LW000636,116,224723.73,23815,34,0.29310344827586204
6513,WBAGB4318J3201291,375,7916.68,2184,3,0.008
6514,WDBJF74H5XA938381,396,12534.8,1660,5,0.012626262626262626
6515,JN1AZ4FH9AM300096,418,20143.77,3884,296,0.7081339712918661
6516,WDBTJ76H03F041406,201,10814.0,2205,12,0.05970149253731343
6517,YV1SZ58D611011450,216,4570.78,1182,53,0.24537037037037038
6518,1G6DV5EP1C0108320,300,39772.71,6596,245,0.8166666666666667
6519,WF0DP3TH0H4120009,719,37789.68,4115,898,1.2489568845618915
6520,WUAPV54B23N905455,123,19221.07,4493,37,0.3008130081300813
6521,WP0AA2A86EK170232,725,47068.79,5656,274,0.3779310344827586
6522,WBS1H9C57GV786118,90,44899.94,3520,49,0.5444444444444444
6523,1GTCS1447X8513347,150,5514.08,1669,11,0.07333333333333333
6524,SCFBB03B47GC03320,627,53193.78,10374,64,0.10207336523125997
6525,WAUMGAFLXCA056205,298,21425.99,4894,32,0.10738255033557047
6526,1FAHP60A02Y102290,724,17741.94,4174,1005,1.388121546961326
6527,WBSWL93568P330931,103,29225.34,5695,356,3.4563106796116503
6528,1G1BL52P3TR155674,297,24143.64,6271,110,0.37037037037037035
6529,WBADC8405H1722861,601,12664.93,4041,3,0.004991680532445923
6530,JTHCM1D2XG5003955,361,28324.9,3155,1140,3.1578947368421053
6531,JM1FE173840114268,445,8293.54,2104,132,0.2966292134831461
6532,1G2ZH36N474145151,711,6153.37,1521,452,0.6357243319268636
6533,WBAWB73508P039580,395,11906.29,2773,644,1.630379746835443
6534,SCAZN02A1KCX27428,328,21431.9,5781,8,0.024390243902439025
6535,WBAUN7C53BVM23922,714,17429.24,3591,238,0.3333333333333333
6539,JACCH58R8L8919299,90,8000.0,0,1,0.011111111111111112
6540,1G2WJ12XXSF342602,504,1898.99,429,4,0.007936507936507936
6541,WBADN53431GC96249,118,9759.82,2539,13,0.11016949152542373
6542,WDDHF7HB0AA147372,273,24696.3,5002,47,0.17216117216117216
6543,WBAKE3C51BE558980,588,11876.92,2757,1820,3.0952380952380953
6544,JT4VN13D8R5129728,157,8449.77,2220,11,0.07006369426751592
6545,SBM13FAA8JW004423,398,200509.96,19294,118,0.2964824120603015
6546,WBSNB93548CX08153,90,23509.35,5348,92,1.0222222222222221
6547,WAUXL68E44A160680,123,14976.0,27,3,0.024390243902439025
6548,19UYA42611A037032,293,5494.5,1245,40,0.13651877133105803
6549,WDBBA48D7GA054516,327,23716.84,6734,82,0.25076452599388377
6550,5UXFA13585LY10906,90,6151.13,1376,150,1.6666666666666667
6551,1GCHR33N3HS145518,90,8496.96,2124,2,0.022222222222222223
6552,W1KZH8KB3LA812667,419,139286.71,13967,22,0.05250596658711217
6553,2J4FY39T0LJ505556,633,10161.45,3109,6,0.009478672985781991
6554,1FAHP2KT1AG101368,469,10310.31,2190,212,0.4520255863539446
6555,VAG46121717911752,200,67633.37,31561,3,0.015
6556,1FADP3L97DL311203,433,15934.8,2894,731,1.6882217090069285
6557,WBSWL93518P330027,713,29225.34,5695,356,0.4992987377279102
6558,SALTY12401A706093,459,5760.69,1179,14,0.030501089324618737
6559,KNAE35LC6L6081472,516,39082.87,3359,257,0.49806201550387597
6560,WDBCA45D5HA292312,90,16892.55,7201,2,0.022222222222222223
6564,WP0CB29868U730091,634,32874.24,6477,52,0.08201892744479496
6565,WAUBGAFLXDA230282,294,22634.16,3924,372,1.2653061224489797
6566,JM1NB353630309786,304,10688.66,2645,176,0.5789473684210527
6567,JH4DC53086S019800,413,12474.33,2129,46,0.11138014527845036
6568,5TESN92N01Z871926,173,10838.74,2419,216,1.2485549132947977
6569,WDB46323017098191,614,43950.0,0,1,0.0016286644951140066
6570,1G2HZ54Y25U102801,297,7244.47,1809,28,0.09427609427609428
6571,JM1NA3515M0225820,221,9707.44,2687,60,0.27149321266968324
6572,WBS4Y9C5XJAC86937,90,63475.46,8121,756,8.4
6573,JA3AN74K5VY003459,276,41388.55,26288,2,0.007246376811594203
6574,JHMAP11411T008470,411,27254.86,6312,127,0.30900243309002434
6575,1GKEK18K8RJ762693,328,10729.3,2501,9,0.027439024390243903
6576,WDDDJ75X46A054097,90,10745.79,2511,300,3.3333333333333335
6577,3D7HA16H64G250563,420,38207.33,9337,64,0.1523809523809524
6578,WBS3C9C5XFP803682,90,47689.06,5822,395,4.388888888888889
6579,SAJNX274XSC195968,90,17466.02,4423,26,0.28888888888888886
6580,JT3HN87R3V0062611,391,7744.63,2393,46,0.11764705882352941
6581,WDBTJ65J95F153851,90,7018.96,1537,45,0.5
6582,1FAFP49Y04F166808,137,35730.75,7668,82,0.5985401459854015
6583,JF1GR89609L807470,535,19701.2,4074,49,0.09158878504672897
6584,4USCK5339XLE95217,711,20086.66,5777,5,0.007032348804500703
6585,JF1GD29692G530022,234,9681.54,2502,28,0.11965811965811966
6586,ZARDA1242J1051019,334,8500.0,0,1,0.0029940119760479044
6587,SCCLMDDN6LHA10599,90,99598.06,6888,36,0.4
6588,WVWKC71K88W053496,566,14253.16,3097,159,0.28091872791519434
6589,JTHBL46F085061557,293,13522.54,2889,696,2.3754266211604094
6590,1ZVBP8CF4E5277406,462,27148.08,4492,2438,5.2770562770562774
6591,SAJHY1745MC640589,733,10973.45,1951,4,0.005457025920873124
6592,JT2MA67L5C0043134,320,18275.7,2880,3,0.009375
6593,WBSNB93536B583164,542,20989.5,4961,118,0.2177121771217712
6594,JF1CX3535NH108643,671,22981.07,2626,3,0.004470938897168405
6595,WBS3U9C57GP968927,90,50327.22,6168,808,8.977777777777778
6596,2B3KA53H56H353926,391,9133.94,2093,434,1.1099744245524297
6597,YS3AK46E3N2014293,712,5497.75,1291,4,0.0056179775280898875
6598,WAU4FAFL4AA151794,265,11092.16,2399,125,0.4716981132075472
6599,1GC0KZEG7HZ346025,342,48888.11,8016,203,0.5935672514619883
6600,JF1GG74667G815408,90,11635.46,2601,24,0.26666666666666666
6601,WBS2U7C03M7J56864,209,72878.2,7535,141,0.6746411483253588
6602,SALMF13497A240150,189,11480.48,2256,54,0.2857142857142857
6603,JF4GG726X6G050479,432,8245.51,353,2,0.004629629629629629
6604,WBSFV9C58GG343494,644,54828.66,8195,140,0.21739130434782608
6605,1GNEV18K7JF158845,140,14073.41,2634,4,0.02857142857142857
6606,1G1YB3D48M5117998,90,106149.48,11597,1225,13.61111111111111
6607,1G8MG35XX7Y131883,334,14420.94,3774,97,0.2904191616766467
6608,JF1VA1C65J9806525,496,28581.99,2972,1148,2.314516129032258
6609,JTHBL46FX85079967,110,13522.54,2889,696,6.327272727272727
6610,1G1BL52P0TR172156,515,24143.64,6271,110,0.21359223300970873
6611,1FA6P8CF5F5430306,140,31659.11,4257,4023,28.735714285714284
6612,WBAEG2315MCB74118,564,27944.79,7231,21,0.03723404255319149
6613,1FAFP45X71F196946,90,10783.85,2853,94,1.0444444444444445
6614,TRUB1AFK4A1016093,489,16401.38,3368,74,0.15132924335378323
6615,2G1WL15C479393553,90,10279.9,2037,60,0.6666666666666666
6616,WP0CB29881U660955,315,17852.07,3652,114,0.3619047619047619
6617,WP0AA2990TS322290,90,106801.67,29459,38,0.4222222222222222
6618,WBADT43473G032953,651,5284.36,1481,40,0.06144393241167435
6619,1FATP8FF4K5120978,255,40577.63,4492,4538,17.79607843137255
6620,WMWSV3C59CT386632,362,12621.17,2774,737,2.0359116022099446
6621,WBADT634X2CH88989,367,6189.64,1840,42,0.11444141689373297
6622,WDBFA68F6XF175393,292,13600.4,3632,113,0.386986301369863
6623,1FAFP42X62F223818,599,10566.42,2812,238,0.3973288814691152
6624,WDBHA33E4XF782933,105,20137.8,4338,5,0.047619047619047616
6625,JTJHT00W164019511,90,22362.72,5155,141,1.5666666666666667
6626,WP0AA2992YS621531,90,29524.45,6042,54,0.6
6627,SCFAD01A05GA01183,153,50304.68,8773,20,0.13071895424836602
6628,WBSBR934X5PK08833,182,23396.42,6262,86,0.4725274725274725
6629,JM1NB353430310791,472,10688.66,2645,176,0.3728813559322034
6630,JA3AH86F43U095973,671,30476.18,6828,31,0.046199701937406856
6631,1J7FT36L0LL153093,235,7000.4,1414,2,0.00851063829787234
6632,SCBBP9ZA8DC078490,640,66596.67,13635,10,0.015625
6633,WBSFV9C56DD095517,628,37284.77,5982,209,0.3328025477707006
6634,SCCLMDVNXJHA10486,760,95412.22,12430,9,0.011842105263157895
6635,JHMBB61411C008159,325,7807.6,1776,13,0.04
6636,1FAFP42X33F326986,90,11889.33,3198,305,3.388888888888889
6637,WMWZP3C52BTX84336,131,10220.4,2266,588,4.488549618320611
6638,1GKS2HKJ6GR240655,356,43463.77,5837,2248,6.314606741573034
6639,WDBLJ74G31F181585,136,14126.84,3950,13,0.09558823529411764
6640,1J4BA6D11AL197976,601,21149.48,3274,162,0.26955074875207985
6641,WDBEA30DXGA195714,651,6647.62,1932,4,0.006144393241167435
6642,JT8CH32Y2V0052262,754,7675.88,1618,9,0.011936339522546418
6643,JT3FJ80W9M0002981,319,16074.45,3441,18,0.05642633228840126
6644,JHMAP11432T004731,90,26654.54,5609,153,1.7
6645,JHMBB6249YC008273,483,8031.57,2365,14,0.028985507246376812
6646,WP0AA29991S623234,494,31410.06,6988,72,0.145748987854251
6647,3C3CFFJH6DT672290,678,13202.71,2842,665,0.9808259587020649
6648,JTEBU4BF7CK129203,136,29877.54,5434,679,4.992647058823529
6649,WDDGF7HB7AF385881,333,27615.82,4367,45,0.13513513513513514
6650,WBAEN334X3PC11841,90,5669.25,1331,13,0.14444444444444443
6651,SAJWA1CB9BLV13017,544,17847.78,3308,141,0.25919117647058826
6652,4USCJ333XWLC15021,264,11561.7,3005,73,0.2765151515151515
6653,WBANB33504B087138,90,7732.48,1865,60,0.6666666666666666
6654,5UMBT935X6LE89993,320,28245.14,6417,76,0.2375
6655,WP0CA29851S620265,448,14688.28,3235,183,0.40848214285714285
6656,JTEHT05J742053201,367,17089.44,4113,92,0.2506811989100817
6657,WAUPNAF42JN001314,179,33114.69,3105,2206,12.324022346368714
6658,2FTZF0733YCB12222,371,25366.58,5638,34,0.09164420485175202
6659,2G1FP22P0V2149955,171,14679.27,3963,97,0.5672514619883041
6660,WBADN53431GC97496,649,9759.82,2539,13,0.020030816640986132
6661,JTEBU5JR6E5151146,90,29323.95,3861,2865,31.833333333333332
6662,JTJBT20X880151511,229,17703.69,3729,496,2.165938864628821
6663,WP1AF2A54FLB91209,297,44163.23,6356,335,1.127946127946128
6664,5YJSA1E49KF332014,153,91283.59,7195,132,0.8627450980392157
6665,WDDDJ76X56A035539,158,17423.25,3379,56,0.35443037974683544
6666,WAUKGAFL7FA104433,238,28764.49,5502,32,0.13445378151260504
6667,JHMAP11431T004582,501,27254.86,6312,127,0.25349301397205587
6668,SALHC1347SA655213,90,28213.58,7964,11,0.12222222222222222
6669,1J4FF48S5YL217263,656,6220.74,1724,156,0.23780487804878048
6670,5YJSA1H16EFP52481,684,40868.88,6178,1023,1.4956140350877194
6671,WBS8M9C53H5G83888,90,58016.85,7051,448,4.977777777777778
6672,TRUWT28N311002470,90,8401.73,2629,32,0.35555555555555557
6673,JF4GG72636G051411,181,8245.51,353,2,0.011049723756906077
6674,WBSAK0306J2197247,486,55939.32,9482,9,0.018518518518518517
6675,JTEBU11F08K009296,291,19037.28,3861,1092,3.752577319587629
6676,JTJHT00W974023453,90,23873.71,4872,56,0.6222222222222222
6677,WP0CA29912S654052,266,31831.33,6226,189,0.7105263157894737
6678,WP0CB298XYU663978,90,17205.42,3902,96,1.0666666666666667
6679,WBAVS13537FX16585,90,8679.61,1411,18,0.2
6680,JT6HJ88J9V0153728,777,20586.6,3883,27,0.03474903474903475
6681,WBSEH93426B797844,125,22121.12,4008,43,0.344
6682,JN1BZ34D27M505783,90,13959.59,2947,124,1.3777777777777778
6683,JHMAP1144YT005685,90,27604.34,6059,119,1.3222222222222222
6684,YV1SJ527962578411,222,11713.0,3448,6,0.02702702702702703
6685,WDDEJ71X67A005785,117,18183.76,4120,66,0.5641025641025641
6686,WDBGA70E6PA135390,298,29900.0,0,1,0.003355704697986577
6687,WP0AA29867U760796,90,26578.66,4801,194,2.1555555555555554
6688,WP0CA29837U711922,486,23344.79,4854,122,0.25102880658436216
6689,WBAEG1317MCB42409,704,27944.79,7231,21,0.029829545454545456
6690,1FADP3L9XDL163774,587,15934.8,2894,731,1.2453151618398637
6691,WBSFV9C52DD096907,619,37284.77,5982,209,0.3376413570274637
